114.578		114.861
114.571		114.874
114.578		114.876
114.571		114.889
114.563		114.874
114.562		114.880
114.561		114.892
114.576		114.870
114.556		114.870
114.556		114.880
114.546		114.880
114.555		114.868
114.559		114.879
114.567		114.878
114.579		114.892
114.578		114.885
114.571		114.881
114.576		114.874
114.573		114.879
114.579		114.896
114.584		114.898
114.583		114.882
114.579		114.880
114.577		114.902
114.592		114.892
114.594		114.885
114.588		114.905
114.610		114.896
114.607		114.881
114.607		114.821
114.603		114.835
114.613		114.878
114.609		114.894
114.605		114.867
114.589		114.900
114.585		114.866
114.575		114.859
114.576		114.870
114.565		114.885
114.562		114.844
114.561		114.859
114.574		114.863
114.575		114.869
114.588		114.855
114.573		114.881
114.581		114.886
114.567		114.871
114.573		114.871
114.569		114.885
114.560		114.861
114.569		114.867
114.572		114.863
114.562		114.870
114.578		114.853
114.563		114.856
114.573		114.861
114.570		114.851
114.577		114.865
114.564		114.849
114.567		114.856
114.568		114.852
114.560		114.850
114.563		114.844
114.564		114.844
114.553		114.849
114.553		114.855
114.550		114.860
114.551		114.860
114.557		114.865
114.555		114.865
114.566		114.870
114.570		114.872
114.572		114.856
114.585		114.884
114.583		114.871
114.584		114.863
114.575		114.857
114.573		114.839
114.569		114.879
114.580		114.891
114.585		114.867
114.578		114.861
114.573		114.856
114.583		114.874
114.571		114.855
114.565		114.857
114.563		114.837
114.559		114.856
114.561		114.847
114.553		114.846
114.556		114.849
114.564		114.832
114.565		114.843
114.561		114.833
114.558		114.842
114.549		114.844
114.548		114.846
114.548		114.857
114.552		114.843
114.546		114.852
114.554		114.862
114.568		114.854
114.569		114.875
114.575		114.873
114.574		114.854
114.582		114.878
114.573		114.844
114.562		114.851
114.564		114.856
114.553		114.861
114.555		114.854
114.548		114.848
114.556		114.837
114.552		114.834
114.560		114.858
114.562		114.838
114.571		114.853
114.565		114.840
114.567		114.836
114.569		114.854
114.564		114.845
114.568		114.851
114.568		114.866
114.570		114.877
114.577		114.855
114.577		114.852
114.569		114.861
114.558		114.863
114.568		114.845
114.552		114.859
114.549		114.849
114.552		114.832
114.560		114.854
114.567		114.842
114.578		114.852
114.587		114.869
114.583		114.862
114.589		114.869
114.585		114.858
114.580		114.861
114.576		114.838
114.573		114.853
114.568		114.844
114.573		114.870
114.604		114.871
114.599		114.852
114.585		114.862
114.570		114.858
114.583		114.850
114.578		114.840
114.586		114.851
114.582		114.838
114.577		114.855
114.560		114.878
114.574		114.852
114.575		114.832
114.593		114.840
114.573		114.862
114.563		114.833
114.555		114.846
114.559		114.841
114.562		114.861
114.566		114.838
114.571		114.863
114.566		114.857
114.572		114.843
114.571		114.861
114.569		114.846
114.567		114.845
114.568		114.845
114.571		114.856
114.562		114.847
114.557		114.854
114.555		114.854
114.568		114.857
114.565		114.866
114.567		114.864
114.563		114.859
114.570		114.851
114.570		114.867
114.557		114.851
114.567		114.828
114.571		114.849
114.579		114.877
114.593		114.859
114.578		114.886
114.577		114.862
114.575		114.871
114.571		114.866
114.561		114.852
114.559		114.857
114.565		114.859
114.577		114.875
114.578		114.858
114.573		114.859
114.568		114.846
114.570		114.858
114.566		114.865
114.571		114.854
114.571		114.845
114.554		114.843
114.559		114.828
114.551		114.863
114.555		114.835
114.558		114.861
114.553		114.868
114.567		114.833
114.585		114.851
114.574		114.868
114.587		114.842
114.569		114.836
114.562		114.838
114.547		114.884
114.538		114.859
114.538		114.838
114.545		114.848
114.548		114.858
114.543		114.846
114.553		114.862
114.543		114.848
114.563		114.845
114.558		114.834
114.559		114.844
114.551		114.850
114.562		114.854
114.551		114.850
114.554		114.854
114.554		114.851
114.556		114.853
114.569		114.833
114.575		114.864
114.572		114.855
114.576		114.860
114.575		114.859
114.567		114.855
114.567		114.856
114.555		114.866
114.558		114.850
114.568		114.854
114.569		114.875
114.563		114.861
114.549		114.857
114.561		114.840
114.556		114.860
114.573		114.847
114.573		114.856
114.556		114.850
114.567		114.851
114.581		114.857
114.573		114.858
114.564		114.876
114.570		114.873
114.572		114.882
114.573		114.876
114.570		114.863
114.569		114.851
114.565		114.854
114.564		114.860
114.567		114.847
114.567		114.848
114.587		114.843
114.568		114.859
114.573		114.888
114.571		114.862
114.575		114.859
114.569		114.867
114.562		114.859
114.563		114.874
114.566		114.840
114.554		114.869
114.562		114.851
114.563		114.885
114.574		114.851
114.557		114.833
114.546		114.848
114.544		114.853
114.545		114.853
114.534		114.835
114.536		114.832
114.540		114.850
114.547		114.834
114.548		114.820
114.540		114.844
114.532		114.842
114.546		114.843
114.551		114.835
114.561		114.835
114.551		114.835
114.562		114.876
114.567		114.880
114.549		114.843
114.552		114.854
114.542		114.841
114.548		114.841
114.554		114.829
114.559		114.839
114.558		114.857
114.558		114.858
114.559		114.838
114.555		114.860
